train_loss,train_acc,test_loss,test_acc,train_ce_loss,test_ce_loss,train_info_loss,test_info_loss
1.230816012555137,0.7186653055722456,4.930467202745635,0.7938313103833141,0.7880494798256072,0.5514540992163378,4.427665269190639,4.37901309132576
0.9566096319268081,0.8004321271571078,4.8310070058395125,0.8232316626556451,0.5161110165103382,0.46028886009649983,4.404986099428426,4.370718152358614
0.8802887023679468,0.8245071056670344,4.770489791343952,0.8375187471661261,0.4409222287979084,0.4141870115979992,4.393664673727343,4.356302761826022
0.8405668994448833,0.8366463157310046,4.74104074568584,0.8461228244567681,0.40156472501638973,0.3865026344127696,4.390021690469704,4.354538113906465
0.8156356318633814,0.844431062306197,4.727881554899545,0.850081528373618,0.376793947546161,0.3728793616695651,4.388416786067533,4.355002176145027
0.7979797100915551,0.8495530042185346,4.712676278476057,0.8546157266924768,0.3592370348524047,0.3584124930202961,4.387426689602681,4.354263782501221
0.7846086102079345,0.853771087310775,4.691865031061502,0.85628335251648,0.3459018698986003,0.3483483747675501,4.387067336067722,4.343516656037035
0.7739727047368654,0.8571162455470333,4.695097279959712,0.8590431097624778,0.33520469290531235,0.3401665724813938,4.3876800667634335,4.354930706065277
0.765841308624276,0.859778147028454,4.698214164067959,0.85943767221234,0.32671439381887846,0.3357076193366585,4.391269090370363,4.362506540684865
0.7591067398620757,0.8619848450671278,4.700510333324301,0.8615369188378501,0.31930684976230395,0.3291714087385556,4.3979988456035555,4.371338920346622
